10.398 0.6 0.6 2 50 5
10.3619 0.617326 0.617326 2 50 5
10.3354 0.631428 0.631428 2 50 5
10.2968 0.654557 0.654557 2 50 5
10.2558 0.683291 0.683291 2 50 5
10.2174 0.71541 0.71541 2 50 5
10.1823 0.750772 0.750772 2 50 5
10.1507 0.78956 0.78956 2 50 5
10.1231 0.831223 0.831223 2 50 5
10.0994 0.875221 0.875221 2 50 5
10.0792 0.921154 0.921154 2 50 5
10.0623 0.968164 0.968164 2 50 5
10.0481 1.01608 1.01608 2 50 5
10.0363 1.06463 1.06463 2 50 5
10.0263 1.1136 1.1136 2 50 5
10.0179 1.16288 1.16288 2 50 5
10.0108 1.21237 1.21237 2 50 5
10.0037 1.26184 1.26184 2 50 5
9.99871 1.31163 1.31163 2 50 5
10.398 0.6 0.6 2 50 5
10.3619 0.617326 0.617326 2 50 5
10.3354 0.631428 0.631428 2 50 5
10.2968 0.654557 0.654557 2 50 5
10.2558 0.683291 0.683291 2 50 5
10.2174 0.71541 0.71541 2 50 5
10.1823 0.750772 0.750772 2 50 5
10.1507 0.78956 0.78956 2 50 5
10.1231 0.831223 0.831223 2 50 5
10.0994 0.875221 0.875221 2 50 5
10.0792 0.921154 0.921154 2 50 5
10.0623 0.968164 0.968164 2 50 5
10.0481 1.01608 1.01608 2 50 5
10.0363 1.06463 1.06463 2 50 5
10.0263 1.1136 1.1136 2 50 5
10.0179 1.16288 1.16288 2 50 5
10.0108 1.21237 1.21237 2 50 5
10.0037 1.26184 1.26184 2 50 5
9.99871 1.31163 1.31163 2 50 5
10.398 0.6 0.6 2 50 5
10.4347 0.584193 0.584193 2 50 5
10.4626 0.57323 0.57323 2 50 5
10.505 0.55805 0.55805 2 50 5
10.5526 0.542757 0.542757 2 50 5
10.6007 0.528894 0.528894 2 50 5
10.649 0.516262 0.516262 2 50 5
10.6977 0.504695 0.504695 2 50 5
10.7465 0.494055 0.494055 2 50 5
10.7956 0.484226 0.484226 2 50 5
10.8447 0.475116 0.475116 2 50 5
10.894 0.466634 0.466634 2 50 5
10.9434 0.458712 0.458712 2 50 5
10.9928 0.45129 0.45129 2 50 5
11.0423 0.444317 0.444317 2 50 5
11.0919 0.437749 0.437749 2 50 5
11.1415 0.431547 0.431547 2 50 5
11.1911 0.425679 0.425679 2 50 5
11.2408 0.420113 0.420113 2 50 5
11.2906 0.414824 0.414824 2 50 5
11.3403 0.409789 0.409789 2 50 5
11.3901 0.404987 0.404987 2 50 5
11.4399 0.400401 0.400401 2 50 5
11.4897 0.396015 0.396015 2 50 5
11.5395 0.391814 0.391814 2 50 5
11.5893 0.387784 0.387784 2 50 5
11.6392 0.383914 0.383914 2 50 5
11.689 0.380044 0.380044 2 50 5
11.7389 0.376472 0.376472 2 50 5
11.7888 0.37303 0.37303 2 50 5
11.8387 0.36971 0.36971 2 50 5
11.8886 0.366504 0.366504 2 50 5
11.9385 0.363406 0.363406 2 50 5
11.9884 0.36041 0.36041 2 50 5
12.0383 0.35751 0.35751 2 50 5
12.0882 0.3547 0.3547 2 50 5
12.1381 0.351977 0.351977 2 50 5
12.1881 0.349335 0.349335 2 50 5
12.238 0.34677 0.34677 2 50 5
12.288 0.344278 0.344278 2 50 5
12.3379 0.341857 0.341857 2 50 5
12.3878 0.339502 0.339502 2 50 5
